,index,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Unnamed: 109,MFR MDL CODE,YEAR MFR,NAME,AircraftType,EngineType,AircraftAge,AircraftManufacturer,AircraftModel,S_Hour_departure,S_Hour_arrival,day_of_week,label
1417,5507219,2019,4,12,3,2,2019-12-03,9E,20363,9E,N336PQ,5290,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2469,1716.0,7.0,7.0,0.0,0.0,1700-1759,25.0,1741.0,1828.0,10.0,2579,1838.0,-21.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,110.0,82.0,47.0,1.0,213.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,17,18,1,113
1420,5663233,2019,4,12,3,2,2019-12-03,9E,20363,9E,N601LR,5396,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,2470,1654.0,-16.0,0.0,0.0,-2.0,1700-1759,9.0,1703.0,1831.0,5.0,2604,1836.0,-48.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,194.0,162.0,148.0,1.0,970.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,17,19,1,114
1424,5220605,2019,4,12,3,2,2019-12-03,9E,20363,9E,N910XJ,5162,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2473,1711.0,-2.0,0.0,0.0,-1.0,1700-1759,17.0,1728.0,1929.0,9.0,2610,1938.0,8.0,8.0,0.0,0.0,1900-1959,0.0,,0.0,137.0,147.0,121.0,1.0,833.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,17,19,1,115
1426,5355015,2019,4,12,3,2,2019-12-03,9E,20363,9E,N153PQ,4816,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,2475,,,,,,1700-1759,,,,,2622,,,,,,1900-1959,1.0,C,0.0,147.0,,,1.0,612.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,17,19,1,116
1455,5218261,2019,4,12,3,2,2019-12-03,9E,20363,9E,N832AY,5084,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,2505,1737.0,-8.0,0.0,0.0,-1.0,1700-1759,20.0,1757.0,1912.0,5.0,2612,1917.0,-15.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,107.0,100.0,75.0,1.0,390.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,17,19,1,117
1456,5219703,2019,4,12,3,2,2019-12-03,9E,20363,9E,N298PQ,5127,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2505,1746.0,1.0,1.0,0.0,0.0,1700-1759,23.0,1809.0,1925.0,8.0,2620,1933.0,-7.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,115.0,107.0,76.0,1.0,425.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,17,19,1,118
1518,5507385,2019,4,12,3,2,2019-12-03,9E,20363,9E,N8683B,5295,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2585,1901.0,-4.0,0.0,0.0,-1.0,1900-1959,36.0,1937.0,2021.0,12.0,2681,2033.0,-8.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,96.0,92.0,44.0,1.0,184.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2002,DELTA AIR LINES INC                               ,5,5.0,17,BOMBARDIER INC                ,CL-600-2B19         ,19,20,1,119
1519,5354052,2019,4,12,3,2,2019-12-03,9E,20363,9E,N924EV,4789,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2587,1917.0,10.0,10.0,0.0,0.0,1900-1959,13.0,1930.0,2025.0,9.0,2693,2034.0,-19.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,106.0,77.0,55.0,1.0,209.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2003,DELTA AIR LINES INC                               ,5,5.0,16,BOMBARDIER INC                ,CL-600-2B19         ,19,20,1,120
1544,5353937,2019,4,12,3,2,2019-12-03,9E,20363,9E,N313PQ,4786,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,2635,1950.0,-5.0,0.0,0.0,-1.0,1900-1959,10.0,2000.0,2044.0,9.0,2709,2053.0,-16.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,74.0,63.0,44.0,1.0,231.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,19,21,1,121
1554,5355452,2019,4,12,3,2,2019-12-03,9E,20363,9E,N310PQ,4829,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2639,2105.0,66.0,66.0,1.0,4.0,1900-1959,19.0,2124.0,2224.0,14.0,2719,2238.0,79.0,79.0,1.0,5.0,2100-2159,0.0,,0.0,80.0,93.0,60.0,1.0,228.0,1,1.0,0.0,13.0,0.0,65.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,19,21,1,122
1663,5356418,2019,4,12,4,3,2019-12-04,9E,20363,9E,N195PQ,4855,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,3240,555.0,-5.0,0.0,0.0,-1.0,0600-0659,36.0,631.0,757.0,9.0,3359,806.0,7.0,7.0,0.0,0.0,0700-0759,0.0,,0.0,119.0,131.0,86.0,1.0,585.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,6,7,2,123
1707,5356488,2019,4,12,4,3,2019-12-04,9E,20363,9E,N904XJ,4857,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,3277,633.0,-4.0,0.0,0.0,-1.0,0600-0659,23.0,656.0,833.0,14.0,3415,847.0,-8.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,138.0,134.0,97.0,1.0,752.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,6,8,2,124
1719,5507016,2019,4,12,4,3,2019-12-04,9E,20363,9E,N833AY,5284,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,3300,654.0,-6.0,0.0,0.0,-1.0,0700-0759,30.0,724.0,719.0,6.0,3349,725.0,-24.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,109.0,91.0,55.0,1.0,264.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,DELTA AIR LINES INC                               ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,7,7,2,125
1729,5667290,2019,4,12,4,3,2019-12-04,9E,20363,9E,N136EV,5058,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,3307,701.0,-6.0,0.0,0.0,-1.0,0700-0759,22.0,723.0,814.0,5.0,3399,819.0,-20.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,92.0,78.0,51.0,1.0,292.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2009,DELTA AIR LINES INC                               ,5,5.0,10,BOMBARDIER INC                ,CL-600-2D24         ,7,8,2,126
1740,5222648,2019,4,12,4,3,2019-12-04,9E,20363,9E,N902XJ,5224,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,3320,712.0,-8.0,0.0,0.0,-1.0,0700-0759,12.0,724.0,828.0,7.0,3434,835.0,-39.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,114.0,83.0,64.0,1.0,340.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,7,9,2,127
1747,5218418,2019,4,12,4,3,2019-12-04,9E,20363,9E,N313PQ,5089,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,3329,725.0,-4.0,0.0,0.0,-1.0,0700-0759,16.0,741.0,802.0,8.0,3399,810.0,-29.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,70.0,45.0,21.0,1.0,95.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,7,8,2,128
1749,5665612,2019,4,12,4,3,2019-12-04,9E,20363,9E,N819AY,5495,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,3350,742.0,-8.0,0.0,0.0,-1.0,0700-0759,16.0,758.0,840.0,5.0,3433,845.0,-28.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,83.0,63.0,42.0,1.0,198.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,7,9,2,129
1753,5664374,2019,4,12,4,3,2019-12-04,9E,20363,9E,N133EV,5431,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,3354,753.0,-1.0,0.0,0.0,-1.0,0700-0759,23.0,816.0,914.0,11.0,3455,925.0,-10.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,101.0,92.0,58.0,1.0,301.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2009,DELTA AIR LINES INC                               ,5,5.0,10,BOMBARDIER INC                ,CL-600-2D24         ,7,9,2,130
1755,5356759,2019,4,12,4,3,2019-12-04,9E,20363,9E,N8896A,4864,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14576,1457606,34576,ROC,"Rochester, NY",NY,36,New York,22,3359,754.0,-5.0,0.0,0.0,-1.0,0700-0759,26.0,820.0,922.0,7.0,3460,929.0,-11.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,101.0,95.0,62.0,1.0,264.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,7,9,2,131
1759,5221356,2019,4,12,4,3,2019-12-04,9E,20363,9E,N8694A,5183,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,3368,759.0,-9.0,0.0,0.0,-1.0,0800-0859,15.0,814.0,859.0,5.0,3449,904.0,-25.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,81.0,65.0,45.0,1.0,255.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2002,DELTA AIR LINES INC                               ,5,5.0,17,BOMBARDIER INC                ,CL-600-2B19         ,8,9,2,132
1760,5222039,2019,4,12,4,3,2019-12-04,9E,20363,9E,N8783E,5206,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,3370,800.0,-10.0,0.0,0.0,-1.0,0800-0859,24.0,824.0,916.0,3.0,3465,919.0,-26.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,95.0,79.0,52.0,1.0,296.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2003,DELTA AIR LINES INC                               ,5,5.0,16,BOMBARDIER INC                ,CL-600-2B19         ,8,9,2,133
1761,5355683,2019,4,12,4,3,2019-12-04,9E,20363,9E,N913XJ,4835,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,3370,805.0,-5.0,0.0,0.0,-1.0,0800-0859,26.0,831.0,1029.0,4.0,3539,1033.0,-26.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,169.0,148.0,118.0,1.0,833.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,8,10,2,134
1796,5505289,2019,4,12,4,3,2019-12-04,9E,20363,9E,N927XJ,4931,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,3406,840.0,-6.0,0.0,0.0,-1.0,0800-0859,21.0,901.0,1042.0,6.0,3558,1048.0,-30.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,152.0,128.0,101.0,1.0,585.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,8,11,2,135
1799,5221696,2019,4,12,4,3,2019-12-04,9E,20363,9E,N8683B,5195,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,3410,843.0,-7.0,0.0,0.0,-1.0,0800-0859,17.0,900.0,945.0,5.0,3497,950.0,-27.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,87.0,67.0,45.0,1.0,228.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2002,DELTA AIR LINES INC                               ,5,5.0,17,BOMBARDIER INC                ,CL-600-2B19         ,8,10,2,136
1817,5667404,2019,4,12,4,3,2019-12-04,9E,20363,9E,N138EV,5061,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,3426,900.0,-6.0,0.0,0.0,-1.0,0900-0959,34.0,934.0,1022.0,4.0,3521,1026.0,-15.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,95.0,86.0,48.0,1.0,328.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2009,DELTA AIR LINES INC                               ,5,5.0,10,BOMBARDIER INC                ,CL-600-2D24         ,9,10,2,137
1824,5506869,2019,4,12,4,3,2019-12-04,9E,20363,9E,N8980A,5280,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,3435,910.0,-5.0,0.0,0.0,-1.0,0900-0959,16.0,926.0,1058.0,3.0,3550,1101.0,-9.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,115.0,111.0,92.0,1.0,489.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,9,11,2,138
1826,5509606,2019,4,12,4,3,2019-12-04,9E,20363,9E,N305PQ,5358,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,3436,914.0,-2.0,0.0,0.0,-1.0,0900-0959,21.0,935.0,1100.0,7.0,3580,1107.0,-33.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,144.0,113.0,85.0,1.0,509.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,9,11,2,139
1859,5353485,2019,4,12,4,3,2019-12-04,9E,20363,9E,N907XJ,4774,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,3479,953.0,-6.0,0.0,0.0,-1.0,0900-0959,13.0,1006.0,1100.0,5.0,3579,1105.0,-34.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,100.0,72.0,54.0,1.0,288.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,9,11,2,140
1860,5509178,2019,4,12,4,3,2019-12-04,9E,20363,9E,N8694A,5346,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,3479,953.0,-6.0,0.0,0.0,-1.0,0900-0959,14.0,1007.0,1055.0,26.0,3558,1121.0,3.0,3.0,0.0,0.0,1100-1159,0.0,,0.0,79.0,88.0,48.0,1.0,255.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2002,DELTA AIR LINES INC                               ,5,5.0,17,BOMBARDIER INC                ,CL-600-2B19         ,9,11,2,141
1861,5663146,2019,4,12,4,3,2019-12-04,9E,20363,9E,N301PQ,5394,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,3479,955.0,-4.0,0.0,0.0,-1.0,0900-0959,26.0,1021.0,1107.0,5.0,3574,1112.0,-22.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,95.0,77.0,46.0,1.0,269.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,9,11,2,142
1863,5508421,2019,4,12,4,3,2019-12-04,9E,20363,9E,N934XJ,5325,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,14576,1457606,34576,ROC,"Rochester, NY",NY,36,New York,22,3480,948.0,-12.0,0.0,0.0,-1.0,1000-1059,19.0,1007.0,1056.0,8.0,3573,1104.0,-29.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,93.0,76.0,49.0,1.0,296.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,10,11,2,143
1885,5505010,2019,4,12,4,3,2019-12-04,9E,20363,9E,N919XJ,4918,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,3495,1009.0,-6.0,0.0,0.0,-1.0,1000-1059,28.0,1037.0,1126.0,3.0,3594,1129.0,-25.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,99.0,80.0,49.0,1.0,296.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,10,11,2,144
1901,5507962,2019,4,12,4,3,2019-12-04,9E,20363,9E,N311PQ,5311,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,3515,1050.0,15.0,15.0,1.0,1.0,1000-1059,18.0,1108.0,1154.0,8.0,3595,1202.0,7.0,7.0,0.0,0.0,1100-1159,0.0,,0.0,80.0,72.0,46.0,1.0,187.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,10,11,2,145
1918,5667464,2019,4,12,4,3,2019-12-04,9E,20363,9E,N833AY,5063,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,3541,1127.0,26.0,26.0,1.0,1.0,1100-1159,13.0,1140.0,1241.0,33.0,3634,1314.0,40.0,40.0,1.0,2.0,1200-1259,0.0,,0.0,93.0,107.0,61.0,1.0,430.0,2,26.0,0.0,14.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,DELTA AIR LINES INC                               ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,11,12,2,146
1941,5217684,2019,4,12,4,3,2019-12-04,9E,20363,9E,N398CA,5066,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,3570,1135.0,5.0,5.0,0.0,0.0,1100-1159,20.0,1155.0,1253.0,7.0,3681,1300.0,-21.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,111.0,85.0,58.0,1.0,335.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390015,2003,DELTA AIR LINES INC                               ,5,5.0,16,BOMBARDIER INC                ,CL-600-2C10         ,11,13,2,147
1942,5219389,2019,4,12,4,3,2019-12-04,9E,20363,9E,N832AY,5119,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,3570,1128.0,-2.0,0.0,0.0,-1.0,1100-1159,21.0,1149.0,1147.0,7.0,3600,1154.0,-6.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,90.0,86.0,58.0,1.0,264.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,11,12,2,148
1953,5356926,2019,4,12,4,3,2019-12-04,9E,20363,9E,N136EV,4868,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,3585,1140.0,-5.0,0.0,0.0,-1.0,1100-1159,15.0,1155.0,1307.0,5.0,3702,1312.0,-30.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,117.0,92.0,72.0,1.0,427.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2009,DELTA AIR LINES INC                               ,5,5.0,10,BOMBARDIER INC                ,CL-600-2D24         ,11,13,2,149
1981,5219779,2019,4,12,4,3,2019-12-04,9E,20363,9E,N601LR,5129,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,3615,1217.0,2.0,2.0,0.0,0.0,1200-1259,22.0,1239.0,1404.0,8.0,3730,1412.0,2.0,2.0,0.0,0.0,1400-1459,0.0,,0.0,115.0,115.0,85.0,1.0,509.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,12,14,2,150
